순번,기준년,기준월,행정동코드,행정동명,성별코드,성별,연령대코드,연령대,유동인구수,시간당 평균 유동인구수,데이터생성일자
2256,2021,11월,3017053500,정림동,m,남성,50,50대,221235.68,50502.51,2022-11-15
2257,2021,06월,3017066000,둔산3동,f,여성,60,60대,250958.91,55354.39,2022-11-15
2258,2021,03월,3017066000,둔산3동,f,여성,30,30대,179093.05,40789.33,2022-11-15
2259,2021,01월,3017058600,월평1동,f,여성,70,70세이상,65444.25,14091.05,2022-11-15
2260,2021,12월,3017059700,관저2동,m,남성,50,50대,904661.4,206882.42,2022-11-15
2261,2021,06월,3017057000,가장동,m,남성,50,50대,194464.67,43908.47,2022-11-15
2262,2021,09월,3017059700,관저2동,f,여성,50,50대,1005960.33,226302.06,2022-11-15
2263,2021,02월,3017066000,둔산3동,m,남성,70,70세이상,97582.74,21996.24,2022-11-15
2264,2021,08월,3017052000,도마1동,f,여성,60,60대,305618.86,65131.7,2022-11-15
2265,2021,08월,3017057500,내동,m,남성,0,9세이하,18395.86,4030.37,2022-11-15
2266,2021,11월,3017058700,월평2동,m,남성,30,30대,292989.77,65317.02,2022-11-15
2267,2021,11월,3017053500,정림동,f,여성,10,10대,75007,16616.06,2022-11-15
2268,2021,02월,3017065000,만년동,f,여성,20,20대,292930.56,62520.34,2022-11-15
2269,2021,01월,3017059600,관저1동,m,남성,30,30대,508339.91,114023.23,2022-11-15
2270,2021,09월,3017058100,갈마1동,m,남성,50,50대,349440.67,79186.06,2022-11-15
2271,2021,04월,3017063000,둔산1동,f,여성,50,50대,430707.48,87671.56,2022-11-15
2272,2021,03월,3017059700,관저2동,f,여성,40,40대,1151774.05,257277.08,2022-11-15
2273,2021,01월,3017059000,가수원동,f,여성,70,70세이상,159408.68,34662.19,2022-11-15
2274,2021,05월,3017059000,가수원동,f,여성,0,9세이하,35769.04,7851.04,2022-11-15
2275,2021,09월,3017058200,갈마2동,m,남성,40,40대,347080.65,77389.92,2022-11-15
2276,2021,01월,3017064000,둔산2동,m,남성,70,70세이상,213516.85,43394.72,2022-11-15
2277,2021,10월,3017066000,둔산3동,f,여성,50,50대,365178.66,82921.03,2022-11-15
2278,2021,12월,3017054000,변동,f,여성,40,40대,283265.81,63089.98,2022-11-15
2279,2021,12월,3017066000,둔산3동,m,남성,0,9세이하,16984.49,3699.78,2022-11-15
2280,2021,06월,3017063000,둔산1동,m,남성,60,60대,236403.35,48061.9,2022-11-15
2281,2021,12월,3017051000,복수동,f,여성,70,70세이상,133371.49,29451.12,2022-11-15
2282,2021,10월,3017053000,도마2동,f,여성,40,40대,273201.98,59084.92,2022-11-15
2283,2021,02월,3017058100,갈마1동,f,여성,0,9세이하,21199.03,4576.96,2022-11-15
2284,2021,03월,3017065000,만년동,m,남성,30,30대,360957.59,78335.33,2022-11-15
2285,2021,02월,3017058600,월평1동,f,여성,50,50대,248996.28,53998.39,2022-11-15
2286,2021,07월,3017065000,만년동,m,남성,30,30대,362752.62,79316.59,2022-11-15
2287,2021,07월,3017057000,가장동,m,남성,10,10대,84216.02,18572.64,2022-11-15
2288,2021,12월,3017063000,둔산1동,f,여성,60,60대,247274.92,49580.92,2022-11-15
2289,2021,11월,3017063000,둔산1동,m,남성,60,60대,238728.31,48600.24,2022-11-15
2290,2021,01월,3017059600,관저1동,m,남성,10,10대,257492.57,56560.08,2022-11-15
2291,2021,12월,3017065000,만년동,m,남성,70,70세이상,68243.19,14503.85,2022-11-15
2292,2021,09월,3017059700,관저2동,f,여성,70,70세이상,256224.21,56366.31,2022-11-15
2293,2021,05월,3017059000,가수원동,f,여성,20,20대,639849.47,136411.81,2022-11-15
2294,2021,03월,3017058700,월평2동,m,남성,60,60대,269123.15,59895.91,2022-11-15
2295,2021,07월,3017056000,괴정동,m,남성,70,70세이상,150963.51,33091.31,2022-11-15
2296,2021,10월,3017053000,도마2동,f,여성,30,30대,212515.04,45923.68,2022-11-15
2297,2021,07월,3017058600,월평1동,m,남성,60,60대,229013.12,50642.81,2022-11-15
2298,2021,06월,3017053500,정림동,f,여성,70,70세이상,104623.76,22926.5,2022-11-15
2299,2021,07월,3017063000,둔산1동,m,남성,0,9세이하,21950.39,4549.21,2022-11-15
2300,2021,10월,3017057500,내동,m,남성,50,50대,306931.3,70585.73,2022-11-15
2301,2021,08월,3017057000,가장동,m,남성,70,70세이상,126455.74,27942.97,2022-11-15
2302,2021,04월,3017058200,갈마2동,m,남성,60,60대,215663.46,48329.29,2022-11-15
2303,2021,10월,3017058600,월평1동,f,여성,70,70세이상,82201.9,17783.78,2022-11-15
2304,2021,07월,3017056000,괴정동,m,남성,0,9세이하,29028.86,6330.42,2022-11-15
2305,2021,12월,3017058700,월평2동,f,여성,60,60대,301078.75,64544.57,2022-11-15
2306,2021,11월,3017058800,월평3동,m,남성,70,70세이상,68185.85,15094.57,2022-11-15
2307,2021,09월,3017054000,변동,m,남성,0,9세이하,22227.87,4887.46,2022-11-15
2308,2021,10월,3017065000,만년동,f,여성,40,40대,306731.69,66283.28,2022-11-15
2309,2021,02월,3017060000,기성동,m,남성,50,50대,26324.11,4612.92,2022-11-15
2310,2021,10월,3017063000,둔산1동,f,여성,10,10대,303179.67,70372.05,2022-11-15
2311,2021,10월,3017053000,도마2동,m,남성,60,60대,309691.25,68990.75,2022-11-15
2312,2021,07월,3017058700,월평2동,f,여성,70,70세이상,134776.35,29059.42,2022-11-15
2313,2021,02월,3017064000,둔산2동,m,남성,50,50대,1239832.86,259445.16,2022-11-15
2314,2021,08월,3017058600,월평1동,f,여성,20,20대,368894.31,82437.41,2022-11-15
2315,2021,06월,3017065000,만년동,f,여성,30,30대,276108.33,60223.12,2022-11-15
2316,2021,04월,3017057000,가장동,m,남성,40,40대,188614.06,42380.82,2022-11-15
2317,2021,02월,3017055000,용문동,f,여성,70,70세이상,112718.71,24425.45,2022-11-15
2318,2021,10월,3017056000,괴정동,m,남성,50,50대,426414.22,95030.14,2022-11-15
2319,2021,10월,3017058800,월평3동,m,남성,60,60대,199490.32,45319.88,2022-11-15
2320,2021,08월,3017058200,갈마2동,m,남성,20,20대,683049.99,153347.5,2022-11-15
2321,2021,12월,3017057000,가장동,m,남성,10,10대,75598.39,16815.14,2022-11-15
2322,2021,05월,3017052000,도마1동,f,여성,0,9세이하,16799.22,3746.15,2022-11-15
2323,2021,10월,3017059600,관저1동,f,여성,20,20대,626593.3,137342.76,2022-11-15
2324,2021,04월,3017055000,용문동,m,남성,50,50대,206209.61,45032.06,2022-11-15
2325,2021,04월,3017060000,기성동,f,여성,0,9세이하,947.6,150.54,2022-11-15
2326,2021,06월,3017064000,둔산2동,f,여성,50,50대,1332846.85,273235.9,2022-11-15
2327,2021,10월,3017056000,괴정동,m,남성,30,30대,617667.47,138030.32,2022-11-15
2328,2021,10월,3017058800,월평3동,f,여성,30,30대,187938.25,42820.79,2022-11-15
2329,2021,09월,3017064000,둔산2동,m,남성,60,60대,730042.92,153544.44,2022-11-15
2330,2021,03월,3017057500,내동,m,남성,50,50대,284129.18,65206.77,2022-11-15
2331,2021,09월,3017056000,괴정동,f,여성,70,70세이상,165002.67,35754.64,2022-11-15
2332,2021,10월,3017059600,관저1동,f,여성,10,10대,258269.7,57678.14,2022-11-15
2333,2021,10월,3017059700,관저2동,f,여성,10,10대,535188.45,120020.33,2022-11-15
2334,2021,02월,3017059000,가수원동,m,남성,0,9세이하,28475.03,6104.5,2022-11-15
2335,2021,12월,3017056000,괴정동,m,남성,10,10대,153316.21,33549.25,2022-11-15
2336,2021,10월,3017064000,둔산2동,f,여성,70,70세이상,262255.17,54565.18,2022-11-15
2337,2021,10월,3017060000,기성동,f,여성,70,70세이상,18263.79,3229.69,2022-11-15
2338,2021,10월,3017056000,괴정동,f,여성,0,9세이하,25470.34,5604,2022-11-15
2339,2021,09월,3017059600,관저1동,f,여성,50,50대,608662.64,135306.69,2022-11-15
2340,2021,03월,3017064000,둔산2동,m,남성,60,60대,716962.77,149576.99,2022-11-15
2341,2021,08월,3017063000,둔산1동,f,여성,30,30대,401247.21,79546.2,2022-11-15
2342,2021,06월,3017060000,기성동,m,남성,40,40대,39333.36,7092.59,2022-11-15
2343,2021,03월,3017057000,가장동,f,여성,0,9세이하,22824.49,4802.86,2022-11-15
2344,2021,08월,3017064000,둔산2동,f,여성,70,70세이상,237535.98,49605.7,2022-11-15
2345,2021,04월,3017058700,월평2동,m,남성,70,70세이상,115448.11,25281.2,2022-11-15
2346,2021,07월,3017058600,월평1동,f,여성,60,60대,188269.7,41174.96,2022-11-15
2347,2021,01월,3017057000,가장동,f,여성,60,60대,177683.25,39292.8,2022-11-15
2348,2021,03월,3017058100,갈마1동,m,남성,30,30대,442946.12,100618.38,2022-11-15
2349,2021,04월,3017057000,가장동,f,여성,30,30대,163340.22,36382.08,2022-11-15
2350,2021,09월,3017053500,정림동,f,여성,20,20대,175675.9,38847.44,2022-11-15
2351,2021,01월,3017060000,기성동,f,여성,60,60대,13242.78,2372.68,2022-11-15
2352,2021,07월,3017056000,괴정동,m,남성,50,50대,442941.3,97913,2022-11-15
2353,2021,04월,3017065000,만년동,f,여성,50,50대,358563.29,77718.13,2022-11-15
2354,2021,06월,3017060000,기성동,m,남성,10,10대,3707.76,743.48,2022-11-15
2355,2021,02월,3017063000,둔산1동,m,남성,20,20대,418403.33,88787.61,2022-11-15
2356,2021,06월,3017059700,관저2동,f,여성,40,40대,1169439.73,263565.51,2022-11-15
2357,2021,05월,3017058200,갈마2동,m,남성,70,70세이상,91539.62,20159.98,2022-11-15
2358,2021,08월,3017064000,둔산2동,m,남성,0,9세이하,36439.06,7961.31,2022-11-15
2359,2021,08월,3017058800,월평3동,f,여성,0,9세이하,15532.76,3335.21,2022-11-15
2360,2021,02월,3017059000,가수원동,f,여성,60,60대,306389.03,66888.2,2022-11-15
2361,2021,01월,3017053500,정림동,f,여성,0,9세이하,13254.8,2878.33,2022-11-15
2362,2021,09월,3017052000,도마1동,f,여성,0,9세이하,17349.69,3801.22,2022-11-15
2363,2021,01월,3017052000,도마1동,f,여성,0,9세이하,14754.56,3211.32,2022-11-15
2364,2021,04월,3017053500,정림동,f,여성,70,70세이상,99166.01,21633.55,2022-11-15
2365,2021,07월,3017058800,월평3동,m,남성,10,10대,131303.5,28244.29,2022-11-15
2366,2021,06월,3017059600,관저1동,f,여성,0,9세이하,64035.88,14001.91,2022-11-15
2367,2021,03월,3017065000,만년동,m,남성,40,40대,341386.76,73758.22,2022-11-15
2368,2021,07월,3017052000,도마1동,m,남성,30,30대,243442.49,53928.73,2022-11-15
2369,2021,01월,3017066000,둔산3동,m,남성,60,60대,216213.91,49720.27,2022-11-15
2370,2021,02월,3017059700,관저2동,f,여성,50,50대,815643.78,180773.49,2022-11-15
2371,2021,07월,3017058800,월평3동,f,여성,60,60대,189775.98,42311.4,2022-11-15
2372,2021,03월,3017051000,복수동,m,남성,30,30대,241436.21,54093.27,2022-11-15
2373,2021,03월,3017052000,도마1동,f,여성,60,60대,291659.72,61414.23,2022-11-15
2374,2021,06월,3017051000,복수동,f,여성,30,30대,271880.75,61195.26,2022-11-15
2375,2021,01월,3017063000,둔산1동,m,남성,60,60대,212028.01,42317.81,2022-11-15
2376,2021,08월,3017053500,정림동,f,여성,20,20대,167867.07,37554.67,2022-11-15
2377,2021,12월,3017058200,갈마2동,m,남성,60,60대,248199.38,55502.49,2022-11-15
2378,2021,12월,3017059000,가수원동,m,남성,60,60대,440124.17,96324.72,2022-11-15
2379,2021,11월,3017052000,도마1동,m,남성,40,40대,261146.17,56982.75,2022-11-15
2380,2021,12월,3017060000,기성동,f,여성,50,50대,32391.43,5608.16,2022-11-15
2381,2021,07월,3017056000,괴정동,f,여성,10,10대,167253.1,36844.27,2022-11-15
2382,2021,10월,3017059700,관저2동,m,남성,70,70세이상,230588.8,50866.16,2022-11-15
2383,2021,05월,3017059000,가수원동,f,여성,70,70세이상,169335.96,37086.14,2022-11-15
2384,2021,09월,3017066000,둔산3동,f,여성,40,40대,338553.58,78356.15,2022-11-15
2385,2021,05월,3017066000,둔산3동,m,남성,60,60대,228876.59,53268.49,2022-11-15
2386,2021,11월,3017059700,관저2동,f,여성,0,9세이하,109953.79,23845.81,2022-11-15
2387,2021,01월,3017055000,용문동,f,여성,20,20대,367822.63,81362.26,2022-11-15
2388,2021,01월,3017051000,복수동,m,남성,0,9세이하,28884.59,5996.71,2022-11-15
2389,2021,02월,3017066000,둔산3동,f,여성,70,70세이상,105077.7,23166.67,2022-11-15
2390,2021,11월,3017059600,관저1동,f,여성,40,40대,642383.93,142770.97,2022-11-15
2391,2021,12월,3017055500,탄방동,f,여성,40,40대,1128439.71,236700.75,2022-11-15
2392,2021,10월,3017052000,도마1동,m,남성,40,40대,265829.39,57784.52,2022-11-15
2393,2021,03월,3017051000,복수동,m,남성,0,9세이하,38168.89,8008.36,2022-11-15
2394,2021,01월,3017053000,도마2동,f,여성,50,50대,319877.92,70193.3,2022-11-15
2395,2021,01월,3017057000,가장동,f,여성,30,30대,152622.67,33752.12,2022-11-15
2396,2021,03월,3017053500,정림동,m,남성,0,9세이하,15443.01,3352.5,2022-11-15
2397,2021,07월,3017058800,월평3동,m,남성,0,9세이하,12459.16,2703.67,2022-11-15
2398,2021,08월,3017059000,가수원동,m,남성,30,30대,502174.46,109343.46,2022-11-15
2399,2021,09월,3017052000,도마1동,f,여성,50,50대,361719.49,77303.2,2022-11-15
2400,2021,11월,3017066000,둔산3동,m,남성,20,20대,191310.24,42839.16,2022-11-15
2401,2021,09월,3017056000,괴정동,m,남성,40,40대,486308.28,107828.18,2022-11-15
2402,2021,06월,3017055500,탄방동,f,여성,0,9세이하,41884.78,9041.5,2022-11-15
2403,2021,12월,3017060000,기성동,f,여성,10,10대,2889.22,558.9,2022-11-15
2404,2021,02월,3017059600,관저1동,f,여성,40,40대,530540.24,116827.47,2022-11-15
2405,2021,09월,3017055500,탄방동,f,여성,30,30대,1076296.67,226203.3,2022-11-15
2406,2021,09월,3017051000,복수동,m,남성,50,50대,354628.14,80546.21,2022-11-15
2407,2021,11월,3017063000,둔산1동,m,남성,20,20대,489889.76,104851.64,2022-11-15
2408,2021,01월,3017059700,관저2동,m,남성,10,10대,486423.55,109108.95,2022-11-15
2409,2021,10월,3017057500,내동,f,여성,20,20대,232062.7,52140,2022-11-15
2410,2021,02월,3017059000,가수원동,m,남성,20,20대,457283.23,97998.74,2022-11-15
2411,2021,09월,3017065000,만년동,f,여성,40,40대,283693.15,61594.36,2022-11-15
2412,2021,01월,3017059000,가수원동,m,남성,0,9세이하,35144.68,7522.55,2022-11-15
2413,2021,03월,3017058800,월평3동,m,남성,30,30대,169281.01,38946.81,2022-11-15
2414,2021,01월,3017058100,갈마1동,m,남성,10,10대,138413.46,30582.89,2022-11-15
2415,2021,09월,3017058100,갈마1동,f,여성,50,50대,419337.38,93734.38,2022-11-15
2416,2021,05월,3017051000,복수동,f,여성,10,10대,312911.55,66279.29,2022-11-15
2417,2021,09월,3017066000,둔산3동,m,남성,0,9세이하,16541.12,3580.21,2022-11-15
2418,2021,02월,3017055500,탄방동,m,남성,40,40대,879929.77,188531.7,2022-11-15
2419,2021,07월,3017063000,둔산1동,f,여성,60,60대,230487.68,46481.26,2022-11-15
2420,2021,05월,3017057000,가장동,f,여성,20,20대,172132.7,37868.02,2022-11-15
2421,2021,07월,3017053500,정림동,f,여성,0,9세이하,14233.03,3078.05,2022-11-15
2422,2021,02월,3017057000,가장동,m,남성,30,30대,154048.5,34122.99,2022-11-15
2423,2021,04월,3017059000,가수원동,m,남성,70,70세이상,176087.68,38530.48,2022-11-15
2424,2021,05월,3017055500,탄방동,m,남성,10,10대,367889.64,82405.83,2022-11-15
2425,2021,03월,3017058100,갈마1동,f,여성,40,40대,328436.84,73084.32,2022-11-15
2426,2021,03월,3017053000,도마2동,f,여성,10,10대,181772.53,38334.01,2022-11-15
2427,2021,04월,3017059600,관저1동,m,남성,70,70세이상,145228.35,31317.66,2022-11-15
2428,2021,02월,3017059600,관저1동,m,남성,30,30대,458522.64,102997.68,2022-11-15
2429,2021,04월,3017058100,갈마1동,m,남성,40,40대,309113.17,69258.01,2022-11-15
2430,2021,08월,3017059700,관저2동,f,여성,20,20대,932018.3,207129.18,2022-11-15
2431,2021,05월,3017056000,괴정동,f,여성,50,50대,499186.85,109977.43,2022-11-15
2432,2021,10월,3017058800,월평3동,m,남성,50,50대,212274.63,49568.16,2022-11-15
2433,2021,09월,3017058100,갈마1동,f,여성,20,20대,492012.14,111471.4,2022-11-15
2434,2021,03월,3017066000,둔산3동,f,여성,20,20대,197742.07,44798.74,2022-11-15
2435,2021,02월,3017060000,기성동,m,남성,10,10대,2756.02,471.72,2022-11-15
2436,2021,12월,3017052000,도마1동,m,남성,0,9세이하,12837.17,2846.73,2022-11-15
2437,2021,11월,3017058200,갈마2동,m,남성,30,30대,500249.43,112811.03,2022-11-15
2438,2021,07월,3017059600,관저1동,f,여성,20,20대,629522.37,138328.45,2022-11-15
2439,2021,03월,3017053000,도마2동,f,여성,70,70세이상,167250.63,36828.56,2022-11-15
2440,2021,01월,3017055000,용문동,f,여성,40,40대,197575.64,42060.48,2022-11-15
2441,2021,04월,3017058600,월평1동,m,남성,20,20대,431041.18,95582.97,2022-11-15
2442,2021,05월,3017058600,월평1동,f,여성,30,30대,224102.38,49252.86,2022-11-15
2443,2021,11월,3017059700,관저2동,m,남성,0,9세이하,110155.33,24255.63,2022-11-15
2444,2021,01월,3017058800,월평3동,f,여성,60,60대,159795.33,35917.22,2022-11-15
2445,2021,11월,3017059600,관저1동,m,남성,20,20대,545969.92,120395.94,2022-11-15
2446,2021,06월,3017059600,관저1동,f,여성,10,10대,239252.32,53309.02,2022-11-15
2447,2021,10월,3017059600,관저1동,m,남성,70,70세이상,154794.02,33310.5,2022-11-15
2448,2021,05월,3017058100,갈마1동,f,여성,70,70세이상,121257.41,26603.3,2022-11-15
2449,2021,05월,3017058800,월평3동,m,남성,10,10대,139903.84,29475.71,2022-11-15
2450,2021,11월,3017065000,만년동,f,여성,30,30대,296021.26,64351.88,2022-11-15
2451,2021,05월,3017066000,둔산3동,f,여성,70,70세이상,135427.75,29942.93,2022-11-15
2452,2021,06월,3017056000,괴정동,m,남성,10,10대,142697,31665.31,2022-11-15
2453,2021,05월,3017058800,월평3동,f,여성,10,10대,94247.59,21409.05,2022-11-15
2454,2021,04월,3017052000,도마1동,m,남성,70,70세이상,153767.26,33148.94,2022-11-15
2455,2021,01월,3017058600,월평1동,m,남성,40,40대,276706.6,59008.22,2022-11-15
2456,2021,08월,3017055500,탄방동,f,여성,70,70세이상,308558.37,65915.71,2022-11-15
2457,2021,01월,3017059700,관저2동,f,여성,0,9세이하,96641.3,21023.84,2022-11-15
2458,2021,08월,3017057500,내동,f,여성,40,40대,315022.11,71743.64,2022-11-15
2459,2021,10월,3017054000,변동,f,여성,20,20대,213258.67,47481.04,2022-11-15
2460,2021,12월,3017058200,갈마2동,f,여성,30,30대,413292.34,91515.61,2022-11-15
2461,2021,05월,3017060000,기성동,f,여성,0,9세이하,1230.87,204.8,2022-11-15
2462,2021,07월,3017063000,둔산1동,m,남성,60,60대,238356.13,48562.58,2022-11-15
2463,2021,04월,3017058800,월평3동,f,여성,20,20대,189802.59,42998.58,2022-11-15
2464,2021,04월,3017054000,변동,m,남성,0,9세이하,23808.88,5224.14,2022-11-15
2465,2021,09월,3017055500,탄방동,m,남성,0,9세이하,41251,9030.55,2022-11-15
2466,2021,04월,3017059700,관저2동,f,여성,70,70세이상,230041.54,50454.03,2022-11-15
2467,2021,07월,3017059700,관저2동,m,남성,70,70세이상,233968.56,51333.81,2022-11-15
2468,2021,05월,3017058700,월평2동,m,남성,30,30대,289520.83,64755.1,2022-11-15
2469,2021,04월,3017055000,용문동,f,여성,50,50대,250675.46,53456.45,2022-11-15
